,Symbol,Title,Date,Link,Source,Comments
616,K71U.SI,Koh Wee Lih appointed as CEO of Keppel REIT Management,29-Sep-21,https://sg.finance.yahoo.com/news/koh-wee-lih-appointed-ceo-014644986.html,Yahoo Finance News,
617,K71U.SI,Keppel REIT divests stake in Brisbane property for A$275 mil,2-Jul-21,https://sg.finance.yahoo.com/news/keppel-reit-divests-stake-brisbane-060810783.html,Yahoo Finance News,
618,M04.SI,"China regulator says livestreaming sales stars should speak Mandarin, dress well",18-Aug-21,https://sg.finance.yahoo.com/news/china-regulator-says-livestreaming-sales-105339745.html,Yahoo Finance News,
619,M04.SI,Craig Beattie returns to Hongkong Land Holdings as CFO from Sept 2021,20-May-21,https://sg.finance.yahoo.com/news/craig-beattie-returns-hongkong-land-042229290.html,Yahoo Finance News,
620,M44U.SI,Mapletree Logistics Trust acquires South Korea’s Baeksa Logistics Centre for $100.3 mil,"Mon, 28 February 2022, 12:43 pm",https://sg.finance.yahoo.com/news/mapletree-logistics-trust-acquires-south-044343832.html,Yahoo Finance News,
621,M44U.SI,"EMERGING MARKETS-Asian FX, stocks firm as investors await U.S. inflation data",9-Feb-22,https://sg.finance.yahoo.com/news/emerging-markets-asian-fx-stocks-081815489.html,Yahoo Finance News,
622,M44U.SI,Singapore's Mapletree Logistics flags $513 mln fundraising to buy Asia properties,23-Nov-21,https://sg.finance.yahoo.com/news/singapores-mapletree-logistics-flags-513-040024330.html,Yahoo Finance News,
623,M44U.SI,Mapletree Logistics to buy S$1.4 billion of assets across Asia,23-Nov-21,https://sg.finance.yahoo.com/news/mapletree-logistics-to-buy-s-14-billion-of-assets-across-asia-024634186.html,Yahoo Finance News,
624,M44U.SI,EMERGING MARKETS-Asian currencies fall as Fed rate hike prospects lift dollar,17-Nov-21,https://sg.finance.yahoo.com/news/emerging-markets-asian-currencies-fall-081923262.html,Yahoo Finance News,
625,M44U.SI,"EMERGING MARKETS-S.Korean won leads Asian FX lower as dollar, U.S. Treasury yields rise",17-Nov-21,https://sg.finance.yahoo.com/news/emerging-markets-korean-won-leads-045019058.html,Yahoo Finance News,
626,M44U.SI,"EMERGING MARKETS-Asia FX dips on stronger dollar, S.Korea shares slide most",5-Oct-21,https://sg.finance.yahoo.com/news/emerging-markets-asia-fx-dips-074728624.html,Yahoo Finance News,
627,M44U.SI,"EMERGING MARKETS-South Korean stocks lead emerging Asia lower, track losses on Wall Street",5-Oct-21,https://sg.finance.yahoo.com/news/emerging-markets-south-korean-stocks-060507562.html,Yahoo Finance News,
628,ME8U.SI,"EMERGING MARKETS-Asian stocks, currencies gain as Biden-Xi phone call lifts mood",10-Sep-21,https://sg.finance.yahoo.com/news/emerging-markets-asian-stocks-currencies-045308553.html,Yahoo Finance News,
629,MMS,Maximus (MMS) Up on Strategic Acquisitions Amid High Debt,25-Feb-22,https://sg.finance.yahoo.com/news/maximus-mms-strategic-acquisitions-amid-183406401.html,Yahoo Finance News,
630,MMS,Wall Street Analysts See a 33% Upside in Maximus (MMS): Can the Stock Really Move This High?,17-Feb-22,https://sg.finance.yahoo.com/news/wall-street-analysts-see-33-150003397.html,Yahoo Finance News,
631,MMS,Secretary of Energy Recognizes Maximus Federal Support of The National Energy Technology Laboratory,15-Feb-22,https://sg.finance.yahoo.com/news/secretary-energy-recognizes-maximus-federal-140000395.html,Yahoo Finance News,
632,MMS,"MAXIMUS (MMS) Beats on Q1 Earnings, Raises '22 Revenue View",9-Feb-22,https://sg.finance.yahoo.com/news/maximus-mms-beats-q1-earnings-171505161.html,Yahoo Finance News,
633,MMS,Maximus (MMS) Surpasses Q1 Earnings and Revenue Estimates,3-Feb-22,https://sg.finance.yahoo.com/news/maximus-mms-surpasses-q1-earnings-124512669.html,Yahoo Finance News,
634,MMS,Maximus Reports Fiscal Year 2022 First Quarter Results,3-Feb-22,https://sg.finance.yahoo.com/news/maximus-reports-fiscal-2022-first-113000909.html,Yahoo Finance News,
635,MMS,Earnings Preview: Maximus (MMS) Q1 Earnings Expected to Decline,28-Jan-22,https://sg.finance.yahoo.com/news/earnings-preview-maximus-mms-q1-200108982.html,Yahoo Finance News,
636,MMS,Maximus Schedules Fiscal 2022 First Quarter Conference Call,13-Jan-22,https://sg.finance.yahoo.com/news/maximus-schedules-fiscal-2022-first-140000734.html,Yahoo Finance News,
637,MMS,Maximus Declares Quarterly Cash Dividend of $0.28 per Share,11-Jan-22,https://sg.finance.yahoo.com/news/maximus-declares-quarterly-cash-dividend-113000246.html,Yahoo Finance News,
638,MMS,Here's Why Investors Should Retain Maximus (MMS) Stock Now,30-Dec-21,https://sg.finance.yahoo.com/news/heres-why-investors-retain-maximus-135701923.html,Yahoo Finance News,
639,MMT,MFS Releases Closed-End Fund Income Distribution Sources for Certain Funds,23-Feb-22,https://sg.finance.yahoo.com/news/mfs-releases-closed-end-fund-212000608.html,Yahoo Finance News,
640,N2IU.SI,Activist shareholder Quarz objects to terms of $3 billion Singapore REIT merger,10-Feb-22,https://sg.finance.yahoo.com/news/exclusive-activist-investor-quarz-opposes-045930097.html,Yahoo Finance News,
641,N2IU.SI,EMERGING MARKETS-Philippine peso dips most since February as virus curbs extended,15-Jun-21,https://sg.finance.yahoo.com/news/emerging-markets-philippine-peso-dips-061755309.html,Yahoo Finance News,
642,N2IU.SI,EMERGING MARKETS-Philippine peso falls most since April as virus curbs extended,15-Jun-21,https://sg.finance.yahoo.com/news/emerging-markets-philippine-peso-falls-034958613.html,Yahoo Finance News,
643,N2IU.SI,EMERGING MARKETS-Asian stocks subdued amid holiday lull; Taiwan shares fall 2%,4-May-21,https://sg.finance.yahoo.com/news/emerging-markets-asian-stocks-subdued-081025702.html,Yahoo Finance News,
644,N2IU.SI,EMERGING MARKETS-Taiwan dollar shrugs off potential manipulation tag; other Asian FX gain,11-Mar-21,https://sg.finance.yahoo.com/news/emerging-markets-taiwan-dollar-shrugs-075232822.html,Yahoo Finance News,
645,NEX,Is EOG Resources (EOG) Outperforming Other Oils-Energy Stocks This Year?,"Tue, 1 March 2022, 10:40 pm",https://sg.finance.yahoo.com/news/eog-resources-eog-outperforming-other-144002549.html,Yahoo Finance News,
646,NEX,NexTier Oilfield Solutions (NEX) May Report Negative Earnings: Know the Trend Ahead of Next Week's Release,15-Feb-22,https://sg.finance.yahoo.com/news/nextier-oilfield-solutions-nex-may-200008589.html,Yahoo Finance News,
647,NEX,Is NexTier Oilfield Solutions (NEX) Stock Outpacing Its Oils-Energy Peers This Year?,9-Feb-22,https://sg.finance.yahoo.com/news/nextier-oilfield-solutions-nex-stock-144002094.html,Yahoo Finance News,
648,NEX,Best-Performing Stocks of the Top ETF of January,31-Jan-22,https://sg.finance.yahoo.com/news/best-performing-stocks-top-etf-151003439.html,Yahoo Finance News,
649,NEX,"After Golden Cross, NexTier Oilfield Solutions (NEX)'s Technical Outlook is Bright",28-Jan-22,https://sg.finance.yahoo.com/news/golden-cross-nextier-oilfield-solutions-150003985.html,Yahoo Finance News,
650,NEX,How to Find Cheap Stocks Under $10 to Buy for February and Beyond,26-Jan-22,https://sg.finance.yahoo.com/news/cheap-stocks-under-10-buy-210009407.html,Yahoo Finance News,
651,NEX,"Zacks Investment Ideas feature highlights: Halliburton Co., Schlumberger Ltd. and NexTier Oilfield Solutions Inc",19-Jan-22,https://sg.finance.yahoo.com/news/zacks-investment-ideas-feature-highlights-112111930.html,Yahoo Finance News,
652,NEX,Powerful 'Buy' Signal For 3 Oil Services Stocks,18-Jan-22,https://sg.finance.yahoo.com/news/powerful-buy-signal-3-oil-155403210.html,Yahoo Finance News,
653,NEX,Are You Looking for a Top Momentum Pick? Why NexTier Oilfield Solutions (NEX) is a Great Choice,18-Jan-22,https://sg.finance.yahoo.com/news/looking-top-momentum-pick-why-170005833.html,Yahoo Finance News,
654,NEX,Is Now (DNOW) Stock Outpacing Its Oils-Energy Peers This Year?,14-Jan-22,https://sg.finance.yahoo.com/news/now-dnow-stock-outpacing-oils-144002362.html,Yahoo Finance News,
655,NR7.SI,Police probe Singapore education firm after tycoon’s claims,24-Oct-21,https://sg.finance.yahoo.com/news/oeis-clash-with-raffles-education-escalates-police-probe-firm-040029230.html,Yahoo Finance News,
656,NR7.SI,Singapore tycoon Oei raises stake in Raffles Education,3-May-21,https://sg.finance.yahoo.com/news/singapore-tycoon-oei-raises-stake-in-raffles-education-023722729.html,Yahoo Finance News,
657,NTU,All You Need to Know About Natus Medical (NTUS) Rating Upgrade to Buy,"Thu, 3 March 2022, 1:00 am",https://sg.finance.yahoo.com/news/know-natus-medical-ntus-rating-170005766.html,Yahoo Finance News,
658,NTU,Natus Medical (NTUS) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,18-Feb-22,https://sg.finance.yahoo.com/news/natus-medical-ntus-earnings-expected-200308279.html,Yahoo Finance News,
659,NTU,Natus Medical (NTUS) Earnings Expected to Grow: Should You Buy?,30-Apr-21,https://sg.finance.yahoo.com/news/natus-medical-ntus-earnings-expected-210409914.html,Yahoo Finance News,
660,NTU,Natus Medical (NTUS) Surges 6.6%: Is This an Indication of Further Gains?,27-Apr-21,https://sg.finance.yahoo.com/news/natus-medical-ntus-surges-6-122112320.html,Yahoo Finance News,
661,O32.SI,Olam focused on Q2 London IPO of food ingredients unit; watching markets,"Mon, 28 February 2022, 1:58 pm",https://sg.finance.yahoo.com/news/olam-focused-q2-london-ipo-055823824.html,Yahoo Finance News,
662,O32.SI,Olam well positioned to benefit from diversified supply chain operations amid Ukraine and Russia conflict,"Mon, 28 February 2022, 9:30 am",https://sg.finance.yahoo.com/news/olam-well-positioned-benefit-diversified-013051797.html,Yahoo Finance News,
663,O32.SI,"Ivory Coast cocoa grind down 3.6% yr/yr in January, say exporters",7-Feb-22,https://sg.finance.yahoo.com/news/ivory-coast-cocoa-grind-down-085126955.html,Yahoo Finance News,
664,O32.SI,Cocoa processors in Brazil see 5% grind jump as country reopens,5-Feb-22,https://sg.finance.yahoo.com/news/cocoa-processors-brazil-see-5-163651314.html,Yahoo Finance News,
665,O32.SI,"French wheat needs to find new export outlets, says Olam",28-Jan-22,https://sg.finance.yahoo.com/news/french-wheat-needs-export-outlets-132721556.html,Yahoo Finance News,
666,O32.SI,UPDATE 1-Flour Mills to fund Honeywell acquisition with cash and debt,23-Nov-21,https://sg.finance.yahoo.com/news/1-flour-mills-fund-honeywell-150941268.html,Yahoo Finance News,
667,O32.SI,"Ivory Coast cocoa exporters get 50% target share of foreign contracts, says regulator",5-Nov-21,https://sg.finance.yahoo.com/news/ivory-coast-cocoa-exporters-50-154219650.html,Yahoo Finance News,
668,O32.SI,EMERGING MARKETS-Thai baht gains among muted Asian currencies; S.Korea's won slips,13-Aug-21,https://sg.finance.yahoo.com/news/emerging-markets-thai-baht-gains-052151750.html,Yahoo Finance News,
669,O32.SI,Exclusive-Olam seeking about $3 billion for London IPO of food ingredients unit - sources,13-Aug-21,https://sg.finance.yahoo.com/news/exclusive-olam-looks-raise-3-041540533.html,Yahoo Finance News,
670,O32.SI,Singapore's Olam picks London for food ingredients unit's main listing,13-Aug-21,https://sg.finance.yahoo.com/news/singapores-olam-picks-london-food-012238976.html,Yahoo Finance News,
671,O39.SI,"EMERGING MARKETS-Asian stocks, FX sell-off deepens as Russia attacks Ukraine",24-Feb-22,https://sg.finance.yahoo.com/news/emerging-markets-asian-stocks-fx-082833429.html,Yahoo Finance News,
672,O39.SI,EMERGING MARKETS-Indian rupee leads gains among Asian FX on weak oil prices,23-Feb-22,https://sg.finance.yahoo.com/news/emerging-markets-indian-rupee-leads-081312858.html,Yahoo Finance News,
673,O39.SI,"EMERGING MARKETS-Most Asian FX edges up, Thai baht hits a week low on soft recovery",23-Feb-22,https://sg.finance.yahoo.com/news/emerging-markets-most-asian-fx-061757599.html,Yahoo Finance News,
674,O39.SI,UPDATE 4-Singapore's OCBC flags economic pick-up after profit miss,23-Feb-22,https://sg.finance.yahoo.com/news/1-singapore-lender-ocbcs-q4-235941690.html,Yahoo Finance News,
675,O39.SI,"UPDATE 7-Singapore bank DBS profit rebounds, rate rise prospects improve outlook",14-Feb-22,https://sg.finance.yahoo.com/news/1-singapore-bank-dbs-posts-230057426.html,Yahoo Finance News,
676,O39.SI,OCBC begins making ‘goodwill payouts’ to phishing scam victims,17-Jan-22,https://sg.finance.yahoo.com/news/ocbc-begins-making-goodwill-payouts-scam-phishing-victims-112310936.html,Yahoo Finance News,
677,O39.SI,UPDATE 7-Citi to sell Southeast Asia retail business in $3.7 bln deal to Singapore's UOB,14-Jan-22,https://sg.finance.yahoo.com/news/1-singapores-uob-buy-citis-011501421.html,Yahoo Finance News,
678,O39.SI,"EMERGING MARKETS-Rupiah gains as Indonesia mulls lifting coal export ban, Singapore stocks jump",10-Jan-22,https://sg.finance.yahoo.com/news/emerging-markets-rupiah-gains-indonesia-072521767.html,Yahoo Finance News,
679,O39.SI,"EMERGING MARKETS-Rupiah firms as Indonesia considers lifting coal export ban, Singapore shares jump",10-Jan-22,https://sg.finance.yahoo.com/news/emerging-markets-rupiah-firms-indonesia-055409122.html,Yahoo Finance News,
680,O39.SI,Yahoo Singapore's top five most-searched stocks in 2021,7-Dec-21,https://sg.finance.yahoo.com/news/top-5-most-search-stocks-by-yahoo-singapore-readers-052120169.html,Yahoo Finance News,
681,O87.SI,Market strategist: Consumer staples are ‘one of the safer places to park your money’,"Sat, 5 March 2022, 2:07 am",https://sg.finance.yahoo.com/video/market-strategist-consumer-staples-one-180743576.html,Yahoo Finance News,
682,O87.SI,Gold prices pop to one-year high as Russia invades Ukraine,24-Feb-22,https://sg.finance.yahoo.com/news/gold-prices-pop-to-one-year-high-as-russia-invades-ukraine-111219668.html,Yahoo Finance News,
683,O87.SI,"Inflation and geopolitical conflict 'good for gold,' Barrick Gold CEO says",19-Feb-22,https://sg.finance.yahoo.com/video/inflation-geopolitical-conflict-good-gold-163433283.html,Yahoo Finance News,
684,O87.SI,"Stocks: Capri rises, Match Group jumps, PayPal crashes, Gilead falls",3-Feb-22,https://sg.finance.yahoo.com/video/stocks-capri-rises-match-group-205247834.html,Yahoo Finance News,
685,O87.SI,Bitcoin's price decline ‘blew the thesis’ that it’s digital gold: Strategist,2-Feb-22,https://sg.finance.yahoo.com/video/bitcoin-price-decline-blew-thesis-203033757.html,Yahoo Finance News,
686,O87.SI,‘Markets are struggling’ to figure out where the Fed pivot ends: Strategist,26-Jan-22,https://sg.finance.yahoo.com/video/markets-struggling-figure-where-fed-193459438.html,Yahoo Finance News,
687,O87.SI,"ETFs: Investors favor ‘traditional sector rotation plays’ in 2022, strategist says",25-Jan-22,https://sg.finance.yahoo.com/video/etfs-investors-favor-traditional-sector-200502113.html,Yahoo Finance News,
688,O87.SI,The bull case for gold in 2022,31-Dec-21,https://sg.finance.yahoo.com/video/bull-case-gold-2022-155407519.html,Yahoo Finance News,
689,O87.SI,MicroStrategy CEO Michael Saylor: Gold should be scared of bitcoin,10-Dec-21,https://sg.finance.yahoo.com/news/microstrategy-ceo-michael-saylor-gold-should-be-scared-of-bitcoin-195733527.html,Yahoo Finance News,
690,O87.SI,"Suddenly, a bitcoin move to $100K doesn't seem so farfetched",21-Oct-21,https://sg.finance.yahoo.com/news/suddenly-a-bitcoin-move-to-100-k-doesnt-seem-so-farfetched-morning-brief-091212180.html,Yahoo Finance News,
691,OTX,OpenText Powers Information-led Transformations and Resilient Supply Chains,"Wed, 2 March 2022, 10:00 pm",https://sg.finance.yahoo.com/news/opentext-powers-information-led-transformations-140000052.html,Yahoo Finance News,
692,OTX,MSIG Asia Enriches Customer Experience with OpenText,9-Feb-22,https://sg.finance.yahoo.com/news/msig-asia-enriches-customer-experience-140000446.html,Yahoo Finance News,
693,OTX,OpenText CEO: Zix acquisition ‘doesn’t change our direction’ toward cloud growth,5-Feb-22,https://sg.finance.yahoo.com/video/opentext-ceo-zix-acquisition-doesn-211054034.html,Yahoo Finance News,
694,OTX,OpenText and Google Cloud to Collaborate on Next Generation Content Services,4-Feb-22,https://sg.finance.yahoo.com/news/opentext-google-cloud-collaborate-next-210200590.html,Yahoo Finance News,
695,OTX,Citrix Systems (CTXS) Q4 Earnings and Revenues Surpass Estimates,31-Jan-22,https://sg.finance.yahoo.com/news/citrix-systems-ctxs-q4-earnings-142502222.html,Yahoo Finance News,
696,OTX,Analysts Estimate Open Text (OTEX) to Report a Decline in Earnings: What to Look Out for,28-Jan-22,https://sg.finance.yahoo.com/news/analysts-estimate-open-text-otex-200108857.html,Yahoo Finance News,
697,OTX,OpenText Announces Strategic Appointments,24-Jan-22,https://sg.finance.yahoo.com/news/opentext-announces-strategic-appointments-140000195.html,Yahoo Finance News,
698,OTX,Faurecia Streamlines International Procurement Process with OpenText,19-Jan-22,https://sg.finance.yahoo.com/news/faurecia-streamlines-international-procurement-process-140000322.html,Yahoo Finance News,
699,OTX,"OpenText to Report Second Quarter Fiscal Year 2022 Financial Results on Thursday, February 3, 2022",13-Jan-22,https://sg.finance.yahoo.com/news/opentext-report-second-quarter-fiscal-210100179.html,Yahoo Finance News,
700,OTX,OpenText Buys Zix Corporation,23-Dec-21,https://sg.finance.yahoo.com/news/opentext-buys-zix-corporation-140000952.html,Yahoo Finance News,
701,P8A.SI,These 3 Stocks Are Hitting a 52-Week High: Should They Be on Your Watchlist?,25-Jun-21,https://sg.finance.yahoo.com/news/3-stocks-hitting-52-week-233000510.html,Yahoo Finance News,
702,P9D.SI,Civmec 'well-positioned' to benefit from Australia's public infrastructure and defence spending: KGI,"Thu, 3 March 2022, 9:06 am",https://sg.finance.yahoo.com/news/civmec-well-positioned-benefit-australias-010602364.html,Yahoo Finance News,
703,Q01.SI,4 Singapore companies ranked among world's best employers,20-Oct-21,https://sg.finance.yahoo.com/news/3-singapore-companies-ranked-among-worlds-750-best-employers-065118880.html,Yahoo Finance News,
704,Q5T.SI,[UPDATE] Far East Hospitality’s Arthur Kiong: Remaking the hotel industry,23-Jul-21,https://sg.finance.yahoo.com/news/far-east-hospitality-arthur-kiong-230000752.html,Yahoo Finance News,
705,QC7.SI,These 3 Stocks Are Hitting a 52-Week High: Should They Be on Your Watchlist?,25-Jun-21,https://sg.finance.yahoo.com/news/3-stocks-hitting-52-week-233000510.html,Yahoo Finance News,
706,S08.SI,'Add' SingPost as it's on route towards a steady recovery: CGS-CIMB,"Tue, 1 March 2022, 5:34 am",https://sg.finance.yahoo.com/news/add-singpost-route-towards-steady-213441058.html,Yahoo Finance News,
707,S08.SI,SingPost reports 24% higher group revenue of $437 mil in 3Q business update,25-Feb-22,https://sg.finance.yahoo.com/news/singpost-reports-24-higher-group-163855586.html,Yahoo Finance News,
708,S20.SI,Straits Trading buys two Australian office buildings for A$150 mil,14-Feb-22,https://sg.finance.yahoo.com/news/straits-trading-buys-two-australian-045537468.html,Yahoo Finance News,
709,S23.SI,Singapore fintech firm MatchMove gets $100 mln funding,10-Jun-21,https://sg.finance.yahoo.com/news/singapore-fintech-firm-matchmove-gets-023046317.html,Yahoo Finance News,
710,S27.SI,"Russia: Past geopolitical conflicts had ‘much bigger shocks’ to the market, strategist says","Sat, 5 March 2022, 5:29 am",https://sg.finance.yahoo.com/video/russia-past-geopolitical-conflicts-had-212903104.html,Yahoo Finance News,
711,S27.SI,"Oil prices: $150 a barrel ‘is probably in the cards,’ strategist says","Sat, 5 March 2022, 3:53 am",https://sg.finance.yahoo.com/video/oil-prices-150-barrel-probably-195320491.html,Yahoo Finance News,
712,S27.SI,February jobs report shows it's 'a job seeker's market': Randstad Sourceright Global CEO,"Sat, 5 March 2022, 1:54 am",https://sg.finance.yahoo.com/video/february-jobs-report-shows-job-175413193.html,Yahoo Finance News,
713,S27.SI,"Stocks open lower after strong jobs report, bond yields fall, Tesla shares rise","Fri, 4 March 2022, 11:38 pm",https://sg.finance.yahoo.com/video/stocks-open-lower-strong-jobs-153804632.html,Yahoo Finance News,
714,S27.SI,"February jobs report: Payrolls rise by 678,000 as unemployment rate falls to 3.8%","Fri, 4 March 2022, 9:30 pm",https://sg.finance.yahoo.com/news/february-2022-jobs-report-labor-department-unemployment-usa-200943212.html,Yahoo Finance News,
715,S27.SI,Consumers to keep driving through high gas prices with no relief: Morning Brief,"Fri, 4 March 2022, 6:19 pm",https://sg.finance.yahoo.com/news/why-consumers-will-keep-driving-through-high-gas-and-wont-see-relief-morning-brief-100654357.html,Yahoo Finance News,
716,S27.SI,Market check: Stocks turn lower into the close,"Fri, 4 March 2022, 5:45 am",https://sg.finance.yahoo.com/video/market-check-stocks-turn-lower-214556445.html,Yahoo Finance News,
717,S27.SI,"Market can't decide 'whether to kick the gas' or the brake, strategist says","Fri, 4 March 2022, 5:34 am",https://sg.finance.yahoo.com/video/market-cant-decide-whether-kick-213419749.html,Yahoo Finance News,
718,S27.SI,"Stock market news live updates: Stocks fall as oil prices steady, investors monitor Russia-Ukraine","Fri, 4 March 2022, 5:06 am",https://sg.finance.yahoo.com/news/stock-market-news-live-updates-march-3-2022-231830521.html,Yahoo Finance News,
719,S27.SI,"Fed-induced recession ‘is not the base case, but you can’t rule it out,' strategist says","Fri, 4 March 2022, 3:22 am",https://sg.finance.yahoo.com/video/fed-induced-recession-not-case-192232297.html,Yahoo Finance News,
720,S51.SI,Temasek defends green goals after backing Singapore polluters,22-Jul-21,https://sg.finance.yahoo.com/news/temasek-defends-green-goals-after-backing-singapore-polluters-025130750.html,Yahoo Finance News,
721,S51.SI,Singapore's Temasek set to post record portfolio in global equities rally,12-Jul-21,https://sg.finance.yahoo.com/news/singapores-temasek-set-post-record-054508571.html,Yahoo Finance News,
722,S51.SI,"Keppel, Sembcorp Marine agree to explore business combination",24-Jun-21,https://sg.finance.yahoo.com/news/keppel-sembcorp-marine-agree-explore-093955669.html,Yahoo Finance News,
723,S51.SI,"Keppel, Sembcorp Marine in talks for marine services deal, sources say",24-Jun-21,https://sg.finance.yahoo.com/news/keppel-sembcorp-marine-talks-marine-052359838.html,Yahoo Finance News,
724,S51.SI,"Keppel Corp, Sembcorp Marine to explore combining offshore and marine businesses -sources",24-Jun-21,https://sg.finance.yahoo.com/news/keppel-corp-sembcorp-marine-explore-024734558.html,Yahoo Finance News,
725,S51.SI,UPDATE 3-Equinor's Castberg oilfield delayed until end of 2023 - regulator,1-Jun-21,https://sg.finance.yahoo.com/news/1-equinors-castberg-oilfield-startup-085645044.html,Yahoo Finance News,
726,S51.SI,"EMERGING MARKETS-Asian stocks slide on virus curbs worry, S. Korean won eases",3-May-21,https://sg.finance.yahoo.com/news/emerging-markets-asian-stocks-slide-051646939.html,Yahoo Finance News,
727,S51.SI,Singapore port authority launches S$120 mln decarbonisation fund,21-Apr-21,https://sg.finance.yahoo.com/news/singapore-port-authority-launches-90-082247463.html,Yahoo Finance News,
728,S51.SI,Shell to trial use of hydrogen fuel cells for ships in Singapore,21-Apr-21,https://sg.finance.yahoo.com/news/shell-trial-hydrogen-fuel-cells-060531680.html,Yahoo Finance News,
729,S51.SI,Singapore appoints two more term LNG importers,25-Mar-21,https://sg.finance.yahoo.com/news/singapore-appoints-two-more-term-094315490.html,Yahoo Finance News,
730,S56.SI,Rising tide doubles Samudera's revenue and lifts Patmi by 16x,24-Feb-22,https://sg.finance.yahoo.com/news/rising-tide-doubles-samuderas-revenue-024056908.html,Yahoo Finance News,
731,S58.SI,EMERGING MARKETS-Indian rupee leads gains among Asian FX on weak oil prices,23-Feb-22,https://sg.finance.yahoo.com/news/emerging-markets-indian-rupee-leads-081312858.html,Yahoo Finance News,
732,S58.SI,"EMERGING MARKETS-Most Asian FX edges up, Thai baht hits a week low on soft recovery",23-Feb-22,https://sg.finance.yahoo.com/news/emerging-markets-most-asian-fx-061757599.html,Yahoo Finance News,
733,S58.SI,EMERGING MARKETS-Most Asian currencies inch higher heading into Lunar New Year holidays,31-Jan-22,https://sg.finance.yahoo.com/news/emerging-markets-most-asian-currencies-081836213.html,Yahoo Finance News,
734,S58.SI,EMERGING MARKETS-Asian currencies mostly flat ahead of Lunar New Year holiday,31-Jan-22,https://sg.finance.yahoo.com/news/emerging-markets-asian-currencies-mostly-064123971.html,Yahoo Finance News,
735,S58.SI,"EMERGING MARKETS-Asian stocks firm but China worries cap gains, S. Korea shares lead",26-Oct-21,https://sg.finance.yahoo.com/news/emerging-markets-asian-stocks-firm-054142770.html,Yahoo Finance News,
736,S58.SI,Singapore keen to work with Australia on quarantine-free travel,11-Oct-21,https://sg.finance.yahoo.com/news/singapore-keen-to-work-with-australia-on-quarantine-free-travel-040105179.html,Yahoo Finance News,
737,S58.SI,EMERGING MARKETS-Asian equities track Wall Street up but China threat remains,27-Jul-21,https://sg.finance.yahoo.com/news/emerging-markets-asian-equities-track-072928826.html,Yahoo Finance News,
738,S58.SI,EMERGING MARKETS-Indonesian rupiah firms ahead of c.bank decision; Asian stocks climb,22-Jul-21,https://sg.finance.yahoo.com/news/emerging-markets-indonesian-rupiah-firms-050007870.html,Yahoo Finance News,
739,S58.SI,EMERGING MARKETS-Asian currencies inch higher ahead of U.S. inflation data,10-Jun-21,https://sg.finance.yahoo.com/news/emerging-markets-asian-currencies-inch-072212772.html,Yahoo Finance News,
740,S58.SI,EMERGING MARKETS-Asia's FX steady as traders hold off bets ahead of U.S. inflation report,8-Jun-21,https://sg.finance.yahoo.com/news/emerging-markets-asias-fx-steady-071207967.html,Yahoo Finance News,
741,S61.SI,CGS-CIMB is optimistic on SBS Transit's post-Covid-19 prospects,"Wed, 2 March 2022, 3:35 am",https://sg.finance.yahoo.com/news/cgs-cimb-optimistic-sbs-transits-193546130.html,Yahoo Finance News,
742,S61.SI,"SBS Transit reduces operating loss, proposes final dividend of 2.45 cents",23-Feb-22,https://sg.finance.yahoo.com/news/sbs-transit-reduces-operating-loss-051210944.html,Yahoo Finance News,
743,S63.SI,Singapore Airshow expects sharp fall in visitor numbers - organiser,13-Feb-22,https://sg.finance.yahoo.com/news/singapore-airshow-expects-sharp-fall-024704686.html,Yahoo Finance News,
744,S63.SI,EMERGING MARKETS-Most Asian currencies inch higher heading into Lunar New Year holidays,31-Jan-22,https://sg.finance.yahoo.com/news/emerging-markets-most-asian-currencies-081836213.html,Yahoo Finance News,
745,S63.SI,EMERGING MARKETS-Asian currencies mostly flat ahead of Lunar New Year holiday,31-Jan-22,https://sg.finance.yahoo.com/news/emerging-markets-asian-currencies-mostly-064123971.html,Yahoo Finance News,
746,S63.SI,Roper (ROP) to Divest TransCore Business to ST Engineering,5-Oct-21,https://sg.finance.yahoo.com/news/roper-rop-divest-transcore-business-160004325.html,Yahoo Finance News,
747,S63.SI,"EMERGING MARKETS-Asia FX muted on Evergrande worries; Singapore, Indonesia stocks rise",4-Oct-21,https://sg.finance.yahoo.com/news/emerging-markets-asia-fx-muted-075435177.html,Yahoo Finance News,
748,S63.SI,"EMERGING MARKETS-Evergrande clouds Asia FX trading; shares in Singapore, Indonesia rise",4-Oct-21,https://sg.finance.yahoo.com/news/emerging-markets-evergrande-clouds-asia-055021946.html,Yahoo Finance News,
749,S63.SI,ST Engineering to buy Roper's TransCore business for $2.68 bln cash,3-Oct-21,https://sg.finance.yahoo.com/news/1-st-engineering-buy-ropers-044949917.html,Yahoo Finance News,
750,S63.SI,"ST Engineering, Temasek set up JV for freighter aircraft leasing",12-May-21,https://sg.finance.yahoo.com/news/st-engineering-temasek-set-jv-224952749.html,Yahoo Finance News,
751,S63.SI,"Cubic accepts sweetened buyout offer from Veritas Capital, Elliott",31-Mar-21,https://sg.finance.yahoo.com/news/cubic-accepts-sweetened-buyout-offer-125451012.html,Yahoo Finance News,
752,S63.SI,UPDATE 1-Cubic Corp receives $2.4 bln buyout offer from Singapore's ST Engineering,22-Mar-21,https://sg.finance.yahoo.com/news/1-cubic-corp-receives-2-152349541.html,Yahoo Finance News,
